AGRMNT_ID,EFFECTIVE_START_DT,EFFECTIVE_END_DT,AGRMNT_OPEN_DT,AGRMNT_CLOSE_DT,AGRMNT_TYP_CD,AGRMNT_SBTYP_CD,AGRMNT_ORIG_LIM,AGRMNT_PURP_CD
AGR000334,2021-07-15,,2021-07-15,2026-03-11,ODR,TLN,500000.0,CAPEX
AGR000335,2021-06-02,,2021-06-02,,DEP,CUR,,GENERAL
AGR000336,2021-06-02,,2021-06-02,2023-11-03,ODR,TLN,1000000.0,TRADE
AGR000337,2021-09-10,,2021-09-10,,DEP,CUR,,GENERAL
AGR000338,2021-08-22,,2021-08-22,,DEP,CUR,,GENERAL
AGR000339,2021-08-22,,2021-08-22,2026-04-14,ODR,TLN,500000.0,TRADE
AGR000340,2020-12-08,,2020-12-08,,DEP,CUR,,GENERAL
AGR000341,2020-12-08,,2020-12-08,2023-03-25,ODR,TLN,100000.0,REFIN
AGR000342,2021-10-07,,2021-10-07,,DEP,CUR,,GENERAL
AGR000343,2021-10-07,,2021-10-07,2041-10-02,MTG,RCF,750000.0,PROPERTY
AGR000344,2022-03-15,,2022-03-15,,DEP,CUR,,GENERAL
AGR000345,2022-04-10,,2022-04-10,,DEP,CUR,,GENERAL
AGR000346,2022-04-10,,2022-04-10,2026-06-30,ODR,TLN,250000.0,WORKCAP
AGR000347,2022-04-10,,2022-04-10,2042-04-05,MTG,RCF,250000.0,PROPERTY
AGR000348,2022-01-21,,2022-01-21,,DEP,CUR,,GENERAL
AGR000349,2022-01-21,,2022-01-21,2026-04-30,ODR,TLN,100000.0,REFIN
AGR000350,2021-01-25,,2021-01-25,,DEP,CUR,,GENERAL
AGR000351,2021-01-25,,2021-01-25,2023-01-19,LON,RCF,1000000.0,WORKCAP
AGR000352,2021-10-14,,2021-10-14,,DEP,CUR,,GENERAL
AGR000353,2021-10-14,,2021-10-14,2024-02-03,LON,RCF,250000.0,CAPEX
AGR000354,2021-08-19,,2021-08-19,,DEP,CUR,,GENERAL
AGR000355,2021-08-19,,2021-08-19,2024-07-13,LON,RCF,1000000.0,TRADE
AGR000356,2021-05-02,,2021-05-02,,DEP,CUR,,GENERAL
AGR000357,2021-04-19,,2021-04-19,,DEP,CUR,,GENERAL
AGR000358,2021-05-26,,2021-05-26,,DEP,CUR,,GENERAL
AGR000359,2021-05-26,,2021-05-26,2025-08-23,LON,RCF,500000.0,WORKCAP
AGR000360,2022-01-15,,2022-01-15,,DEP,CUR,,GENERAL
AGR000361,2022-01-15,,2022-01-15,2026-06-25,LON,RCF,500000.0,WORKCAP
AGR000362,2022-03-26,,2022-03-26,,DEP,CUR,,GENERAL
AGR000363,2021-07-01,,2021-07-01,,DEP,CUR,,GENERAL
AGR000364,2021-08-20,,2021-08-20,,DEP,CUR,,GENERAL
AGR000365,2021-08-20,,2021-08-20,2026-02-21,LON,RCF,100000.0,PROPERTY
AGR000366,2021-11-27,,2021-11-27,,DEP,CUR,,GENERAL
AGR000367,2021-08-17,,2021-08-17,,DEP,CUR,,GENERAL
AGR000368,2022-03-14,,2022-03-14,,DEP,CUR,,GENERAL
AGR000369,2022-03-14,,2022-03-14,2025-03-08,ODR,TLN,100000.0,TRADE
AGR000370,2020-10-28,,2020-10-28,,DEP,CUR,,GENERAL
AGR000371,2020-10-28,,2020-10-28,2023-03-11,ODR,TLN,500000.0,WORKCAP
AGR000372,2022-02-18,,2022-02-18,,DEP,CUR,,GENERAL
AGR000373,2022-02-18,,2022-02-18,2025-10-19,ODR,TLN,1000000.0,WORKCAP
AGR000374,2022-02-21,,2022-02-21,,DEP,CUR,,GENERAL
AGR000375,2020-12-28,,2020-12-28,,DEP,CUR,,GENERAL
AGR000376,2022-03-23,,2022-03-23,,DEP,CUR,,GENERAL
AGR000377,2022-03-23,,2022-03-23,2026-06-30,ODR,TLN,1000000.0,PROPERTY
AGR000378,2020-11-02,,2020-11-02,,DEP,CUR,,GENERAL
AGR000379,2021-12-23,,2021-12-23,,DEP,CUR,,GENERAL
AGR000380,2021-10-26,,2021-10-26,,DEP,CUR,,GENERAL
AGR000381,2021-10-26,,2021-10-26,2041-10-21,MTG,RCF,750000.0,PROPERTY
AGR000382,2022-04-25,,2022-04-25,,DEP,CUR,,GENERAL
AGR000383,2022-04-25,,2022-04-25,2042-04-20,MTG,RCF,500000.0,PROPERTY
AGR000384,2020-10-22,,2020-10-22,,DEP,CUR,,GENERAL
AGR000385,2020-10-22,,2020-10-22,2024-02-12,ODR,TLN,500000.0,GENERAL
AGR000386,2021-10-28,,2021-10-28,,DEP,CUR,,GENERAL
AGR000387,2020-11-11,,2020-11-11,,DEP,CUR,,GENERAL
AGR000388,2020-11-11,,2020-11-11,2024-07-14,LON,RCF,1000000.0,TRADE
AGR000389,2021-11-15,,2021-11-15,,DEP,CUR,,GENERAL
AGR000390,2021-11-15,,2021-11-15,2023-12-02,ODR,TLN,100000.0,PROPERTY
AGR000391,2020-09-15,,2020-09-15,,DEP,CUR,,GENERAL
AGR000392,2020-09-15,,2020-09-15,2022-10-08,ODR,TLN,500000.0,PROPERTY
AGR000393,2022-04-20,,2022-04-20,,DEP,CUR,,GENERAL
AGR000394,2022-04-20,,2022-04-20,2026-06-30,LON,RCF,100000.0,TRADE
AGR000395,2021-07-06,,2021-07-06,,DEP,CUR,,GENERAL
AGR000396,2021-03-13,,2021-03-13,,DEP,CUR,,GENERAL
AGR000397,2021-03-13,,2021-03-13,2041-03-08,MTG,RCF,500000.0,PROPERTY
AGR000398,2022-04-01,,2022-04-01,,DEP,CUR,,GENERAL
AGR000399,2020-11-27,,2020-11-27,,DEP,CUR,,GENERAL
AGR000400,2020-11-27,,2020-11-27,2026-06-05,ODR,TLN,500000.0,TRADE
AGR000401,2021-01-14,,2021-01-14,,DEP,CUR,,GENERAL
AGR000402,2021-01-14,,2021-01-14,2025-03-25,ODR,TLN,250000.0,REFIN
AGR000403,2021-01-14,,2021-01-14,2041-01-09,MTG,RCF,500000.0,PROPERTY
AGR000404,2020-10-11,,2020-10-11,,DEP,CUR,,GENERAL
AGR000405,2020-10-11,,2020-10-11,2022-10-07,LON,RCF,100000.0,PROPERTY
AGR000406,2021-05-19,,2021-05-19,,DEP,CUR,,GENERAL
AGR000407,2021-05-19,,2021-05-19,2023-12-11,LON,RCF,500000.0,PROPERTY
AGR000408,2020-08-21,,2020-08-21,,DEP,CUR,,GENERAL
AGR000409,2020-08-21,,2020-08-21,2024-07-16,ODR,TLN,250000.0,CAPEX
AGR000410,2021-07-04,,2021-07-04,,DEP,CUR,,GENERAL
AGR000411,2021-11-13,,2021-11-13,,DEP,CUR,,GENERAL
AGR000412,2021-11-13,,2021-11-13,2026-05-09,ODR,TLN,100000.0,REFIN
AGR000413,2020-12-30,,2020-12-30,,DEP,CUR,,GENERAL
AGR000414,2020-10-08,,2020-10-08,,DEP,CUR,,GENERAL
AGR000415,2020-10-08,,2020-10-08,2022-11-30,LON,RCF,100000.0,GENERAL
AGR000416,2021-08-11,,2021-08-11,,DEP,CUR,,GENERAL
AGR000417,2021-11-10,,2021-11-10,,DEP,CUR,,GENERAL
AGR000418,2021-07-23,,2021-07-23,,DEP,CUR,,GENERAL
AGR000419,2020-10-16,,2020-10-16,,DEP,CUR,,GENERAL
AGR000420,2020-10-16,,2020-10-16,2023-01-16,ODR,TLN,250000.0,CAPEX
AGR000421,2020-10-16,,2020-10-16,2040-10-11,MTG,RCF,500000.0,PROPERTY
AGR000422,2020-08-27,,2020-08-27,,DEP,CUR,,GENERAL
AGR000423,2020-08-27,,2020-08-27,2024-09-14,ODR,TLN,250000.0,CAPEX
AGR000424,2021-10-28,,2021-10-28,,DEP,CUR,,GENERAL
AGR000425,2021-10-28,,2021-10-28,2025-11-10,ODR,TLN,250000.0,WORKCAP
AGR000426,2021-03-12,,2021-03-12,,DEP,CUR,,GENERAL
AGR000427,2021-03-12,,2021-03-12,2025-10-12,ODR,TLN,250000.0,TRADE
AGR000428,2021-03-27,,2021-03-27,,DEP,CUR,,GENERAL
AGR000429,2021-03-27,,2021-03-27,2023-03-11,LON,RCF,100000.0,CAPEX
AGR000430,2021-10-03,,2021-10-03,,DEP,CUR,,GENERAL
AGR000431,2021-10-03,,2021-10-03,2025-07-20,LON,RCF,250000.0,REFIN
AGR000432,2022-02-17,,2022-02-17,,DEP,CUR,,GENERAL
AGR000433,2022-02-17,,2022-02-17,2026-06-21,ODR,TLN,250000.0,PROPERTY
AGR000434,2022-02-17,,2022-02-17,2042-02-12,MTG,RCF,500000.0,PROPERTY
AGR000435,2020-10-02,,2020-10-02,,DEP,CUR,,GENERAL
AGR000436,2020-10-02,,2020-10-02,2025-07-06,LON,RCF,1000000.0,TRADE
AGR000437,2021-07-29,,2021-07-29,,DEP,CUR,,GENERAL
AGR000438,2021-07-29,,2021-07-29,2025-10-09,ODR,TLN,1000000.0,WORKCAP
AGR000439,2021-07-29,,2021-07-29,2041-07-24,MTG,RCF,750000.0,PROPERTY
AGR000440,2021-05-20,,2021-05-20,,DEP,CUR,,GENERAL
AGR000441,2021-05-20,,2021-05-20,2025-11-26,LON,RCF,100000.0,GENERAL
AGR000442,2021-01-31,,2021-01-31,,DEP,CUR,,GENERAL
AGR000443,2021-03-12,,2021-03-12,,DEP,CUR,,GENERAL
AGR000444,2021-12-04,,2021-12-04,,DEP,CUR,,GENERAL
AGR000445,2021-12-04,,2021-12-04,2026-05-13,LON,RCF,500000.0,TRADE
AGR000446,2021-05-08,,2021-05-08,,DEP,CUR,,GENERAL
AGR000447,2021-05-08,,2021-05-08,2026-02-24,LON,RCF,1000000.0,REFIN
AGR000448,2021-09-22,,2021-09-22,,DEP,CUR,,GENERAL
AGR000449,2021-09-22,,2021-09-22,2041-09-17,MTG,RCF,500000.0,PROPERTY
AGR000450,2021-06-13,,2021-06-13,,DEP,CUR,,GENERAL
AGR000451,2021-06-13,,2021-06-13,2024-01-25,LON,RCF,250000.0,TRADE
AGR000452,2022-04-22,,2022-04-22,,DEP,CUR,,GENERAL
AGR000453,2022-04-22,,2022-04-22,2026-06-30,ODR,TLN,1000000.0,REFIN
AGR000454,2020-12-23,,2020-12-23,,DEP,CUR,,GENERAL
AGR000455,2020-12-23,,2020-12-23,2023-01-29,LON,RCF,500000.0,WORKCAP
AGR000456,2021-07-17,,2021-07-17,,DEP,CUR,,GENERAL
AGR000457,2021-07-17,,2021-07-17,2025-12-28,ODR,TLN,500000.0,GENERAL
AGR000458,2021-11-13,,2021-11-13,,DEP,CUR,,GENERAL
AGR000459,2022-04-05,,2022-04-05,,DEP,CUR,,GENERAL
AGR000460,2022-04-05,,2022-04-05,2026-06-30,ODR,TLN,500000.0,CAPEX
AGR000461,2022-04-05,,2022-04-05,2042-03-31,MTG,RCF,250000.0,PROPERTY
AGR000462,2020-12-25,,2020-12-25,,DEP,CUR,,GENERAL
AGR000463,2020-12-25,,2020-12-25,2024-10-14,ODR,TLN,100000.0,GENERAL
AGR000464,2022-01-15,,2022-01-15,,DEP,CUR,,GENERAL
AGR000465,2022-01-15,,2022-01-15,2026-04-10,LON,RCF,100000.0,REFIN
AGR000466,2021-11-03,,2021-11-03,,DEP,CUR,,GENERAL
AGR000467,2021-11-03,,2021-11-03,2024-01-24,ODR,TLN,500000.0,REFIN
AGR000468,2021-01-15,,2021-01-15,,DEP,CUR,,GENERAL
AGR000469,2021-01-15,,2021-01-15,2023-12-30,LON,RCF,250000.0,WORKCAP
AGR000470,2020-09-02,,2020-09-02,,DEP,CUR,,GENERAL
AGR000471,2020-08-01,,2020-08-01,,DEP,CUR,,GENERAL
AGR000472,2020-08-01,,2020-08-01,2023-06-13,ODR,TLN,250000.0,WORKCAP
AGR000473,2022-04-09,,2022-04-09,,DEP,CUR,,GENERAL
AGR000474,2022-04-09,,2022-04-09,2026-05-06,LON,RCF,1000000.0,WORKCAP
AGR000475,2022-04-09,,2022-04-09,2042-04-04,MTG,RCF,500000.0,PROPERTY
AGR000476,2021-04-05,,2021-04-05,,DEP,CUR,,GENERAL
AGR000477,2021-04-05,,2021-04-05,2024-11-10,LON,RCF,500000.0,WORKCAP
AGR000478,2021-05-15,,2021-05-15,,DEP,CUR,,GENERAL
AGR000479,2021-05-15,,2021-05-15,2025-07-04,LON,RCF,250000.0,REFIN
AGR000480,2021-04-13,,2021-04-13,,DEP,CUR,,GENERAL
AGR000481,2021-04-13,,2021-04-13,2026-01-11,LON,RCF,500000.0,REFIN
AGR000482,2022-04-05,,2022-04-05,,DEP,CUR,,GENERAL
AGR000483,2020-08-14,,2020-08-14,,DEP,CUR,,GENERAL
AGR000484,2020-08-14,,2020-08-14,2024-10-02,ODR,TLN,250000.0,TRADE
AGR000485,2020-08-14,,2020-08-14,2040-08-09,MTG,RCF,750000.0,PROPERTY
AGR000486,2020-08-15,,2020-08-15,,DEP,CUR,,GENERAL
AGR000487,2021-06-17,,2021-06-17,,DEP,CUR,,GENERAL
AGR000488,2021-06-03,,2021-06-03,,DEP,CUR,,GENERAL
AGR000489,2022-03-08,,2022-03-08,,DEP,CUR,,GENERAL
AGR000490,2022-03-08,,2022-03-08,2026-06-30,ODR,TLN,100000.0,REFIN
AGR000491,2020-08-18,,2020-08-18,,DEP,CUR,,GENERAL
AGR000492,2021-06-22,,2021-06-22,,DEP,CUR,,GENERAL
AGR000493,2021-06-22,,2021-06-22,2023-08-09,LON,RCF,250000.0,PROPERTY
AGR000494,2020-10-06,,2020-10-06,,DEP,CUR,,GENERAL
AGR000495,2020-10-06,,2020-10-06,2022-11-07,LON,RCF,250000.0,WORKCAP
AGR000496,2020-09-19,,2020-09-19,,DEP,CUR,,GENERAL
AGR000497,2022-04-23,,2022-04-23,,DEP,CUR,,GENERAL
AGR000498,2022-04-23,,2022-04-23,2025-06-13,ODR,TLN,1000000.0,WORKCAP
AGR000499,2021-01-14,,2021-01-14,,DEP,CUR,,GENERAL
AGR000500,2020-10-01,,2020-10-01,,DEP,CUR,,GENERAL
AGR000501,2021-07-12,,2021-07-12,,DEP,CUR,,GENERAL
AGR000502,2021-07-12,,2021-07-12,2041-07-07,MTG,RCF,250000.0,PROPERTY
AGR000503,2020-11-04,,2020-11-04,,DEP,CUR,,GENERAL
AGR000504,2021-01-20,,2021-01-20,,DEP,CUR,,GENERAL
AGR000505,2021-01-20,,2021-01-20,2024-06-13,LON,RCF,250000.0,PROPERTY
AGR000506,2021-03-27,,2021-03-27,,DEP,CUR,,GENERAL
AGR000507,2021-04-10,,2021-04-10,,DEP,CUR,,GENERAL
AGR000508,2020-11-17,,2020-11-17,,DEP,CUR,,GENERAL
AGR000509,2020-11-17,,2020-11-17,2025-02-02,ODR,TLN,500000.0,PROPERTY
AGR000510,2021-09-14,,2021-09-14,,DEP,CUR,,GENERAL
AGR000511,2020-09-12,,2020-09-12,,DEP,CUR,,GENERAL
AGR000512,2020-09-12,,2020-09-12,2024-10-10,LON,RCF,1000000.0,CAPEX
AGR000513,2020-09-12,,2020-09-12,2040-09-07,MTG,RCF,750000.0,PROPERTY
