AGRMNT_ID,AGRMNT_DLY_BAL_STRT_DTTM,AGRMNT_LDGR_BAL_AMT,AGRMNT_BAL_CURY_CD
AGR000090,2024-07-11,172426.19,EUR
AGR000090,2024-07-18,172451.43,EUR
AGR000090,2024-07-25,172850.94,EUR
AGR000090,2024-08-01,173396.41,EUR
AGR000090,2024-08-08,175336.05,EUR
AGR000090,2024-08-15,176171.55,EUR
AGR000090,2024-08-22,175858.19,EUR
AGR000090,2024-08-29,174381.12,EUR
AGR000090,2024-09-05,173557.27,EUR
AGR000090,2024-09-12,174010.54,EUR
AGR000090,2024-09-19,172781.9,EUR
AGR000090,2024-09-26,174416.21,EUR
AGR000090,2024-10-03,175166.29,EUR
AGR000090,2024-10-10,177169.37,EUR
AGR000090,2024-10-17,176037.57,EUR
AGR000090,2024-10-24,174574.58,EUR
AGR000090,2024-10-31,176557.85,EUR
AGR000090,2024-11-07,176787.29,EUR
AGR000090,2024-11-14,176429.27,EUR
AGR000090,2024-11-21,177661.91,EUR
AGR000090,2024-11-28,178837.05,EUR
AGR000090,2024-12-05,176591.28,EUR
AGR000090,2024-12-12,179036.45,EUR
AGR000090,2024-12-19,178301.67,EUR
AGR000090,2024-12-26,181332.83,EUR
AGR000090,2025-01-02,178914.67,EUR
AGR000090,2025-01-09,179482.54,EUR
AGR000090,2025-01-16,179149.38,EUR
AGR000090,2025-01-23,175610.76,EUR
AGR000090,2025-01-30,176766.65,EUR
AGR000090,2025-02-06,173365.77,EUR
AGR000090,2025-02-13,172860.12,EUR
AGR000090,2025-02-20,174768.97,EUR
AGR000090,2025-02-27,173842.63,EUR
AGR000090,2025-03-06,172271.55,EUR
AGR000090,2025-03-13,173650.34,EUR
AGR000090,2025-03-20,173217.05,EUR
AGR000090,2025-03-27,172515.42,EUR
AGR000090,2025-04-03,174714.98,EUR
AGR000090,2025-04-10,172675.57,EUR
AGR000090,2025-04-17,171881.94,EUR
AGR000090,2025-04-24,173371.2,EUR
AGR000090,2025-05-01,171235.36,EUR
AGR000090,2025-05-08,174275.38,EUR
AGR000090,2025-05-15,173897.47,EUR
AGR000090,2025-05-22,175418.25,EUR
AGR000090,2025-05-29,176948.66,EUR
AGR000090,2025-06-05,176679.19,EUR
AGR000090,2025-06-12,175832.88,EUR
AGR000090,2025-06-19,175757.33,EUR
AGR000090,2025-06-26,177009.93,EUR
AGR000090,2025-07-03,175263.86,EUR
AGR000090,2025-07-10,173154.98,EUR
AGR000090,2025-07-17,175724.95,EUR
AGR000090,2025-07-24,174433.63,EUR
AGR000090,2025-07-31,175051.27,EUR
AGR000090,2025-08-07,174697.31,EUR
AGR000090,2025-08-14,174421.52,EUR
AGR000090,2025-08-21,176916.43,EUR
AGR000090,2025-08-28,176765.75,EUR
AGR000090,2025-09-04,176135.0,EUR
AGR000090,2025-09-11,175659.94,EUR
AGR000090,2025-09-18,174775.56,EUR
AGR000090,2025-09-25,173604.41,EUR
AGR000090,2025-10-02,172737.35,EUR
AGR000090,2025-10-09,175610.33,EUR
AGR000090,2025-10-16,176859.78,EUR
AGR000090,2025-10-23,176249.27,EUR
AGR000090,2025-10-30,177979.43,EUR
AGR000090,2025-11-06,175154.55,EUR
AGR000090,2025-11-13,177564.11,EUR
AGR000090,2025-11-20,179863.84,EUR
AGR000090,2025-11-27,183886.2,EUR
AGR000090,2025-12-04,185746.3,EUR
AGR000090,2025-12-11,186558.45,EUR
AGR000090,2025-12-18,188967.18,EUR
AGR000090,2025-12-25,187784.61,EUR
AGR000090,2026-01-01,187042.08,EUR
AGR000090,2026-01-08,186921.91,EUR
AGR000090,2026-01-15,189480.65,EUR
AGR000090,2026-01-22,187858.93,EUR
AGR000090,2026-01-29,186051.61,EUR
AGR000090,2026-02-05,186491.69,EUR
AGR000090,2026-02-12,187829.83,EUR
AGR000090,2026-02-19,186509.23,EUR
AGR000090,2026-02-26,187759.62,EUR
AGR000090,2026-03-05,190328.92,EUR
AGR000090,2026-03-12,192613.75,EUR
AGR000090,2026-03-19,193294.24,EUR
AGR000090,2026-03-26,193119.12,EUR
AGR000090,2026-04-02,196470.94,EUR
AGR000090,2026-04-09,196501.21,EUR
AGR000090,2026-04-16,198349.01,EUR
AGR000090,2026-04-23,202233.25,EUR
AGR000090,2026-04-30,203922.44,EUR
AGR000090,2026-05-07,201889.14,EUR
AGR000090,2026-05-14,199387.69,EUR
AGR000090,2026-05-21,198794.25,EUR
AGR000090,2026-05-28,200204.7,EUR
AGR000090,2026-06-04,201095.18,EUR
AGR000090,2026-06-11,205533.52,EUR
AGR000090,2026-06-18,206427.7,EUR
AGR000090,2026-06-25,205751.77,EUR
AGR000091,2022-06-30,45194.29,EUR
AGR000091,2022-07-07,45194.29,EUR
AGR000091,2022-07-14,45194.29,EUR
AGR000091,2022-07-21,45194.29,EUR
AGR000091,2022-07-28,45194.29,EUR
AGR000091,2022-08-04,45194.29,EUR
AGR000091,2022-08-11,45194.29,EUR
AGR000091,2022-08-18,45194.29,EUR
AGR000091,2022-08-25,45194.29,EUR
AGR000091,2022-09-01,45194.29,EUR
AGR000091,2022-09-08,45194.29,EUR
AGR000091,2022-09-15,45194.29,EUR
AGR000091,2022-09-22,45194.29,EUR
AGR000091,2022-09-29,45194.29,EUR
AGR000091,2022-10-06,45194.29,EUR
AGR000091,2022-10-13,45194.29,EUR
AGR000091,2022-10-20,45194.29,EUR
AGR000091,2022-10-27,45194.29,EUR
AGR000091,2022-11-03,45194.29,EUR
AGR000091,2022-11-10,45194.29,EUR
AGR000091,2022-11-17,45194.29,EUR
AGR000091,2022-11-24,45194.29,EUR
AGR000091,2022-12-01,45194.29,EUR
AGR000091,2022-12-08,45194.29,EUR
AGR000091,2022-12-15,45194.29,EUR
AGR000091,2022-12-22,45194.29,EUR
AGR000091,2022-12-29,45194.29,EUR
AGR000091,2023-01-05,45194.29,EUR
AGR000091,2023-01-12,45194.29,EUR
AGR000091,2023-01-19,45194.29,EUR
AGR000091,2023-01-26,45194.29,EUR
AGR000091,2023-02-02,45194.29,EUR
AGR000091,2023-02-09,45194.29,EUR
AGR000091,2023-02-16,45194.29,EUR
AGR000091,2023-02-23,45194.29,EUR
AGR000091,2023-03-02,45194.29,EUR
AGR000091,2023-03-09,45194.29,EUR
AGR000091,2023-03-16,45194.29,EUR
AGR000091,2023-03-23,45194.29,EUR
AGR000091,2023-03-30,45194.29,EUR
AGR000091,2023-04-06,45194.29,EUR
AGR000091,2023-04-13,45194.29,EUR
AGR000091,2023-04-20,45194.29,EUR
AGR000091,2023-04-27,45194.29,EUR
AGR000091,2023-05-04,45194.29,EUR
AGR000091,2023-05-11,45194.29,EUR
AGR000091,2023-05-18,45194.29,EUR
AGR000091,2023-05-25,45194.29,EUR
AGR000091,2023-06-01,45194.29,EUR
AGR000091,2023-06-08,45194.29,EUR
AGR000091,2023-06-15,45194.29,EUR
AGR000091,2023-06-22,45194.29,EUR
AGR000091,2023-06-29,45194.29,EUR
AGR000091,2023-07-06,45194.29,EUR
AGR000091,2023-07-13,45194.29,EUR
AGR000091,2023-07-20,45194.29,EUR
AGR000091,2023-07-27,45194.29,EUR
AGR000091,2023-08-03,45194.29,EUR
AGR000091,2023-08-10,45194.29,EUR
AGR000091,2023-08-17,45194.29,EUR
AGR000091,2023-08-24,45194.29,EUR
AGR000091,2023-08-31,45194.29,EUR
AGR000091,2023-09-07,45194.29,EUR
AGR000091,2023-09-14,45194.29,EUR
AGR000091,2023-09-21,45194.29,EUR
AGR000091,2023-09-28,45194.29,EUR
AGR000091,2023-10-05,45194.29,EUR
AGR000091,2023-10-12,45194.29,EUR
AGR000091,2023-10-19,45194.29,EUR
AGR000091,2023-10-26,45194.29,EUR
AGR000091,2023-11-02,45194.29,EUR
AGR000091,2023-11-09,45194.29,EUR
AGR000091,2023-11-16,45194.29,EUR
AGR000091,2023-11-23,45194.29,EUR
AGR000091,2023-11-30,45194.29,EUR
AGR000091,2023-12-07,45194.29,EUR
AGR000091,2023-12-14,45194.29,EUR
AGR000091,2023-12-21,45194.29,EUR
AGR000091,2023-12-28,45194.29,EUR
AGR000091,2024-01-04,45194.29,EUR
AGR000091,2024-01-11,45194.29,EUR
AGR000091,2024-01-18,45194.29,EUR
AGR000091,2024-01-25,45194.29,EUR
AGR000091,2024-02-01,45194.29,EUR
AGR000091,2024-02-08,45194.29,EUR
AGR000091,2024-02-15,45194.29,EUR
AGR000091,2024-02-22,45194.29,EUR
AGR000091,2024-02-29,45194.29,EUR
AGR000091,2024-03-07,45194.29,EUR
AGR000091,2024-03-14,45194.29,EUR
AGR000091,2024-03-21,45194.29,EUR
AGR000091,2024-03-28,45194.29,EUR
AGR000091,2024-04-04,45194.29,EUR
AGR000091,2024-04-11,45194.29,EUR
AGR000091,2024-04-18,45194.29,EUR
AGR000091,2024-04-25,45194.29,EUR
AGR000091,2024-05-02,45194.29,EUR
AGR000091,2024-05-09,45194.29,EUR
AGR000091,2024-05-16,45194.29,EUR
AGR000091,2024-05-23,45194.29,EUR
AGR000091,2024-05-30,45194.29,EUR
AGR000091,2024-06-06,45194.29,EUR
AGR000091,2024-06-13,45194.29,EUR
AGR000091,2024-06-20,45194.29,EUR
AGR000091,2024-06-27,45194.29,EUR
AGR000091,2024-07-04,45194.29,EUR
AGR000091,2024-07-11,45194.29,EUR
AGR000091,2024-07-18,45194.29,EUR
AGR000091,2024-07-25,45194.29,EUR
AGR000091,2024-08-01,45194.29,EUR
AGR000091,2024-08-08,45194.29,EUR
AGR000091,2024-08-15,45194.29,EUR
AGR000091,2024-08-22,45194.29,EUR
AGR000091,2024-08-29,45194.29,EUR
AGR000091,2024-09-05,45194.29,EUR
AGR000091,2024-09-12,45194.29,EUR
AGR000091,2024-09-19,45194.29,EUR
AGR000091,2024-09-26,45194.29,EUR
AGR000091,2024-10-03,45194.29,EUR
AGR000091,2024-10-10,45194.29,EUR
AGR000091,2024-10-17,45194.29,EUR
AGR000091,2024-10-24,45194.29,EUR
AGR000091,2024-10-31,45194.29,EUR
AGR000091,2024-11-07,45194.29,EUR
AGR000091,2024-11-14,45194.29,EUR
AGR000091,2024-11-21,45194.29,EUR
AGR000091,2024-11-28,45194.29,EUR
AGR000091,2024-12-05,45194.29,EUR
AGR000091,2024-12-12,45194.29,EUR
AGR000091,2024-12-19,45194.29,EUR
AGR000091,2024-12-26,45194.29,EUR
AGR000091,2025-01-02,45194.29,EUR
AGR000091,2025-01-09,45194.29,EUR
AGR000091,2025-01-16,45194.29,EUR
AGR000091,2025-01-23,45194.29,EUR
AGR000091,2025-01-30,45194.29,EUR
AGR000091,2025-02-06,45194.29,EUR
AGR000091,2025-02-13,45194.29,EUR
AGR000091,2025-02-20,45194.29,EUR
AGR000091,2025-02-27,45194.29,EUR
AGR000091,2025-03-06,45194.29,EUR
AGR000091,2025-03-13,45194.29,EUR
AGR000091,2025-03-20,45194.29,EUR
AGR000091,2025-03-27,45194.29,EUR
AGR000091,2025-04-03,45194.29,EUR
AGR000091,2025-04-10,45194.29,EUR
AGR000091,2025-04-17,45194.29,EUR
AGR000091,2025-04-24,45194.29,EUR
AGR000091,2025-05-01,45194.29,EUR
AGR000091,2025-05-08,45194.29,EUR
AGR000091,2025-05-15,45194.29,EUR
AGR000091,2025-05-22,45194.29,EUR
AGR000091,2025-05-29,45194.29,EUR
AGR000091,2025-06-05,45194.29,EUR
AGR000091,2025-06-12,45194.29,EUR
AGR000091,2025-06-19,45194.29,EUR
AGR000091,2025-06-26,45194.29,EUR
AGR000091,2025-07-03,45194.29,EUR
AGR000091,2025-07-10,45194.29,EUR
AGR000091,2025-07-17,45194.29,EUR
AGR000091,2025-07-24,45194.29,EUR
AGR000091,2025-07-31,45194.29,EUR
AGR000091,2025-08-07,45194.29,EUR
AGR000091,2025-08-14,45194.29,EUR
AGR000091,2025-08-21,45194.29,EUR
AGR000091,2025-08-28,45194.29,EUR
AGR000091,2025-09-04,45194.29,EUR
AGR000091,2025-09-11,45194.29,EUR
AGR000091,2025-09-18,45194.29,EUR
AGR000091,2025-09-25,45194.29,EUR
AGR000091,2025-10-02,45194.29,EUR
AGR000091,2025-10-09,45194.29,EUR
AGR000091,2025-10-16,45194.29,EUR
AGR000091,2025-10-23,45194.29,EUR
AGR000091,2025-10-30,45194.29,EUR
AGR000091,2025-11-06,45194.29,EUR
AGR000091,2025-11-13,45194.29,EUR
AGR000091,2025-11-20,45194.29,EUR
AGR000091,2025-11-27,45194.29,EUR
AGR000091,2025-12-04,45194.29,EUR
AGR000091,2025-12-11,45194.29,EUR
AGR000091,2025-12-18,45194.29,EUR
AGR000091,2025-12-25,45194.29,EUR
AGR000091,2026-01-01,45194.29,EUR
AGR000091,2026-01-08,45194.29,EUR
AGR000091,2026-01-15,45194.29,EUR
AGR000091,2026-01-22,45194.29,EUR
AGR000091,2026-01-29,45194.29,EUR
AGR000091,2026-02-05,45194.29,EUR
AGR000091,2026-02-12,45194.29,EUR
AGR000091,2026-02-19,45194.29,EUR
AGR000091,2026-02-26,45194.29,EUR
AGR000091,2026-03-05,45194.29,EUR
AGR000091,2026-03-12,45194.29,EUR
AGR000091,2026-03-19,45194.29,EUR
AGR000091,2026-03-26,45194.29,EUR
AGR000091,2026-04-02,45194.29,EUR
AGR000091,2026-04-09,45194.29,EUR
AGR000091,2026-04-16,45194.29,EUR
AGR000091,2026-04-23,45194.29,EUR
AGR000091,2026-04-30,45194.29,EUR
AGR000091,2026-05-07,45194.29,EUR
AGR000091,2026-05-14,45194.29,EUR
AGR000091,2026-05-21,45194.29,EUR
AGR000091,2026-05-28,45194.29,EUR
AGR000091,2026-06-04,57694.29,EUR
AGR000091,2026-06-11,70194.29,EUR
AGR000091,2026-06-18,82694.29,EUR
AGR000091,2026-06-25,95194.29,EUR
AGR000093,2022-06-30,334894.44,EUR
AGR000093,2022-07-07,336858.88,EUR
AGR000093,2022-07-14,337535.29,EUR
AGR000093,2022-07-21,341567.87,EUR
AGR000093,2022-07-28,348012.25,EUR
AGR000093,2022-08-04,350369.42,EUR
AGR000093,2022-08-11,351944.64,EUR
AGR000093,2022-08-18,354550.21,EUR
AGR000093,2022-08-25,356204.51,EUR
AGR000093,2022-09-01,356383.32,EUR
AGR000093,2022-09-08,356278.81,EUR
AGR000093,2022-09-15,352638.81,EUR
AGR000093,2022-09-22,355597.17,EUR
AGR000093,2022-09-29,355485.88,EUR
AGR000093,2022-10-06,360638.72,EUR
AGR000093,2022-10-13,363939.05,EUR
AGR000093,2022-10-20,361660.97,EUR
AGR000093,2022-10-27,366169.77,EUR
AGR000093,2022-11-03,356793.1,EUR
AGR000093,2022-11-10,363680.02,EUR
AGR000093,2022-11-17,358812.36,EUR
AGR000093,2022-11-24,360588.88,EUR
AGR000093,2022-12-01,362130.1,EUR
AGR000093,2022-12-08,366199.41,EUR
AGR000093,2022-12-15,364995.73,EUR
AGR000093,2022-12-22,357164.68,EUR
AGR000093,2022-12-29,355995.72,EUR
AGR000093,2023-01-05,355215.51,EUR
AGR000093,2023-01-12,347936.46,EUR
AGR000093,2023-01-19,348094.33,EUR
AGR000093,2023-01-26,344349.35,EUR
AGR000093,2023-02-02,346584.47,EUR
AGR000093,2023-02-09,345731.6,EUR
AGR000093,2023-02-16,352511.72,EUR
AGR000093,2023-02-23,351608.66,EUR
AGR000093,2023-03-02,353121.95,EUR
AGR000093,2023-03-09,352369.55,EUR
AGR000093,2023-03-16,346649.65,EUR
AGR000093,2023-03-23,345940.01,EUR
AGR000093,2023-03-30,348546.37,EUR
AGR000093,2023-04-06,350644.58,EUR
AGR000093,2023-04-13,349616.26,EUR
AGR000093,2023-04-20,344523.2,EUR
AGR000093,2023-04-27,346743.51,EUR
AGR000093,2023-05-04,348198.05,EUR
AGR000093,2023-05-11,351134.79,EUR
AGR000093,2023-05-18,350172.29,EUR
AGR000093,2023-05-25,344274.08,EUR
AGR000093,2023-06-01,346111.67,EUR
AGR000093,2023-06-08,346080.03,EUR
AGR000093,2023-06-15,350896.37,EUR
AGR000093,2023-06-22,350997.19,EUR
AGR000093,2023-06-29,350837.6,EUR
AGR000093,2023-07-06,352301.49,EUR
AGR000093,2023-07-13,350198.49,EUR
AGR000093,2023-07-20,347939.24,EUR
AGR000093,2023-07-27,347598.62,EUR
AGR000093,2023-08-03,344399.3,EUR
AGR000093,2023-08-10,343610.3,EUR
AGR000093,2023-08-17,350274.83,EUR
AGR000093,2023-08-24,353926.92,EUR
AGR000093,2023-08-31,355017.14,EUR
AGR000093,2023-09-07,360525.86,EUR
AGR000093,2023-09-14,357551.9,EUR
AGR000093,2023-09-21,366456.52,EUR
AGR000093,2023-09-28,364768.97,EUR
AGR000093,2023-10-05,372078.24,EUR
AGR000093,2023-10-12,379517.58,EUR
AGR000093,2023-10-19,372863.76,EUR
AGR000093,2023-10-26,378334.02,EUR
AGR000093,2023-11-02,377259.89,EUR
AGR000093,2023-11-09,375117.18,EUR
AGR000093,2023-11-16,377085.19,EUR
AGR000093,2023-11-23,373284.49,EUR
AGR000093,2023-11-30,375158.36,EUR
AGR000093,2023-12-07,371628.89,EUR
AGR000093,2023-12-14,372286.97,EUR
AGR000093,2023-12-21,377258.35,EUR
AGR000093,2023-12-28,378716.52,EUR
AGR000093,2024-01-04,377353.93,EUR
AGR000093,2024-01-11,379396.97,EUR
AGR000093,2024-01-18,374060.83,EUR
AGR000093,2024-01-25,370922.98,EUR
AGR000093,2024-02-01,369327.01,EUR
AGR000093,2024-02-08,372233.06,EUR
AGR000093,2024-02-15,373743.57,EUR
AGR000093,2024-02-22,375743.72,EUR
AGR000093,2024-02-29,375640.84,EUR
AGR000093,2024-03-07,372680.41,EUR
AGR000093,2024-03-14,378226.33,EUR
AGR000093,2024-03-21,375587.09,EUR
AGR000093,2024-03-28,377160.95,EUR
AGR000093,2024-04-04,376738.13,EUR
AGR000093,2024-04-11,378859.14,EUR
AGR000093,2024-04-18,376565.2,EUR
AGR000093,2024-04-25,380529.22,EUR
AGR000093,2024-05-02,385773.97,EUR
AGR000093,2024-05-09,389598.23,EUR
AGR000093,2024-05-16,390212.34,EUR
AGR000093,2024-05-23,388514.43,EUR
AGR000093,2024-05-30,399478.74,EUR
AGR000093,2024-06-06,395517.41,EUR
AGR000093,2024-06-13,399002.83,EUR
AGR000093,2024-06-20,400330.65,EUR
AGR000093,2024-06-27,400080.29,EUR
AGR000093,2024-07-04,400821.09,EUR
AGR000093,2024-07-11,398776.04,EUR
AGR000093,2024-07-18,400479.04,EUR
AGR000093,2024-07-25,401747.85,EUR
AGR000093,2024-08-01,412505.27,EUR
AGR000093,2024-08-08,416922.46,EUR
AGR000093,2024-08-15,419073.29,EUR
AGR000093,2024-08-22,421485.31,EUR
AGR000093,2024-08-29,429238.69,EUR
AGR000093,2024-09-05,425073.24,EUR
AGR000093,2024-09-12,424296.5,EUR
AGR000093,2024-09-19,416204.57,EUR
AGR000093,2024-09-26,418530.21,EUR
AGR000093,2024-10-03,422080.08,EUR
AGR000093,2024-10-10,417877.85,EUR
AGR000093,2024-10-17,423874.73,EUR
AGR000093,2024-10-24,420827.58,EUR
AGR000093,2024-10-31,419386.38,EUR
AGR000093,2024-11-07,419887.82,EUR
AGR000093,2024-11-14,426581.66,EUR
AGR000093,2024-11-21,422920.74,EUR
AGR000093,2024-11-28,424152.49,EUR
AGR000093,2024-12-05,427438.98,EUR
AGR000093,2024-12-12,429868.85,EUR
AGR000093,2024-12-19,432471.28,EUR
AGR000093,2024-12-26,435764.55,EUR
AGR000093,2025-01-02,433347.26,EUR
AGR000093,2025-01-09,440661.21,EUR
AGR000093,2025-01-16,440171.42,EUR
AGR000093,2025-01-23,439098.07,EUR
AGR000093,2025-01-30,445015.46,EUR
AGR000093,2025-02-06,442209.34,EUR
AGR000093,2025-02-13,443625.64,EUR
AGR000093,2025-02-20,440418.96,EUR
AGR000093,2025-02-27,451514.16,EUR
AGR000093,2025-03-06,461938.06,EUR
AGR000093,2025-03-13,461428.81,EUR
AGR000093,2025-03-20,463827.58,EUR
AGR000093,2025-03-27,463851.7,EUR
AGR000093,2025-04-03,462234.72,EUR
AGR000093,2025-04-10,462787.7,EUR
AGR000093,2025-04-17,462599.8,EUR
AGR000093,2025-04-24,455565.19,EUR
AGR000093,2025-05-01,456763.43,EUR
AGR000093,2025-05-08,456570.26,EUR
AGR000093,2025-05-15,457995.67,EUR
AGR000093,2025-05-22,457640.64,EUR
AGR000093,2025-05-29,465144.4,EUR
AGR000093,2025-06-05,478516.88,EUR
AGR000093,2025-06-12,490638.36,EUR
AGR000093,2025-06-19,507300.67,EUR
AGR000093,2025-06-26,519956.45,EUR
AGR000093,2025-07-03,529328.11,EUR
AGR000093,2025-07-10,543179.4,EUR
AGR000093,2025-07-17,543284.7,EUR
AGR000093,2025-07-24,565579.37,EUR
AGR000093,2025-07-31,578442.79,EUR
AGR000093,2025-08-07,602647.48,EUR
AGR000093,2025-08-14,609461.34,EUR
AGR000093,2025-08-21,614838.95,EUR
AGR000093,2025-08-28,629385.02,EUR
AGR000093,2025-09-04,644254.46,EUR
AGR000093,2025-09-11,659318.7,EUR
AGR000093,2025-09-18,673730.26,EUR
AGR000093,2025-09-25,682973.05,EUR
AGR000093,2025-10-02,686487.93,EUR
AGR000093,2025-10-09,702161.49,EUR
AGR000093,2025-10-16,707198.85,EUR
AGR000093,2025-10-23,711604.65,EUR
AGR000093,2025-10-30,723128.15,EUR
AGR000093,2025-11-06,740704.93,EUR
AGR000093,2025-11-13,770242.46,EUR
AGR000093,2025-11-20,793189.98,EUR
AGR000093,2025-11-27,820421.92,EUR
AGR000093,2025-12-04,842193.14,EUR
AGR000093,2025-12-11,862126.62,EUR
AGR000093,2025-12-18,900972.24,EUR
AGR000093,2025-12-25,907073.12,EUR
AGR000093,2026-01-01,921466.28,EUR
AGR000093,2026-01-08,936807.04,EUR
AGR000093,2026-01-15,963914.09,EUR
AGR000093,2026-01-22,973757.8,EUR
AGR000093,2026-01-29,1000666.91,EUR
AGR000093,2026-02-05,1026480.62,EUR
AGR000093,2026-02-12,1034829.47,EUR
AGR000093,2026-02-19,1043058.67,EUR
AGR000093,2026-02-26,1059104.25,EUR
AGR000093,2026-03-05,1058583.07,EUR
AGR000093,2026-03-12,1064195.23,EUR
AGR000093,2026-03-19,1056356.91,EUR
AGR000093,2026-03-26,1046165.23,EUR
AGR000093,2026-04-02,1064628.25,EUR
AGR000093,2026-04-09,1055982.21,EUR
AGR000093,2026-04-16,1062754.35,EUR
AGR000093,2026-04-23,1068398.03,EUR
AGR000093,2026-04-30,1080951.5,EUR
AGR000093,2026-05-07,1063027.16,EUR
AGR000093,2026-05-14,1072500.93,EUR
AGR000093,2026-05-21,1071878.54,EUR
AGR000093,2026-05-28,1065448.24,EUR
AGR000093,2026-06-04,1062775.91,EUR
AGR000093,2026-06-11,1073794.46,EUR
AGR000093,2026-06-18,1081646.48,EUR
AGR000093,2026-06-25,1080262.8,EUR
AGR000095,2022-06-30,317559.73,EUR
AGR000095,2022-07-07,314190.31,EUR
AGR000095,2022-07-14,310334.25,EUR
AGR000095,2022-07-21,312803.96,EUR
AGR000095,2022-07-28,311920.75,EUR
AGR000095,2022-08-04,315581.52,EUR
AGR000095,2022-08-11,316033.22,EUR
AGR000095,2022-08-18,327272.51,EUR
AGR000095,2022-08-25,325726.73,EUR
AGR000095,2022-09-01,326994.24,EUR
AGR000095,2022-09-08,324397.43,EUR
AGR000095,2022-09-15,328069.87,EUR
AGR000095,2022-09-22,329843.13,EUR
AGR000095,2022-09-29,327002.55,EUR
AGR000095,2022-10-06,326292.02,EUR
AGR000095,2022-10-13,331094.5,EUR
AGR000095,2022-10-20,335569.94,EUR
AGR000095,2022-10-27,331159.22,EUR
AGR000095,2022-11-03,329947.28,EUR
AGR000095,2022-11-10,336286.87,EUR
AGR000095,2022-11-17,336060.96,EUR
AGR000095,2022-11-24,337013.44,EUR
AGR000095,2022-12-01,340811.35,EUR
AGR000095,2022-12-08,336612.0,EUR
AGR000095,2022-12-15,333785.48,EUR
AGR000095,2022-12-22,333038.8,EUR
AGR000095,2022-12-29,337383.71,EUR
AGR000095,2023-01-05,341161.61,EUR
AGR000095,2023-01-12,343958.34,EUR
AGR000095,2023-01-19,343823.65,EUR
AGR000095,2023-01-26,348051.2,EUR
AGR000095,2023-02-02,347867.97,EUR
AGR000095,2023-02-09,350226.4,EUR
AGR000095,2023-02-16,353770.83,EUR
AGR000095,2023-02-23,360127.45,EUR
AGR000095,2023-03-02,360284.74,EUR
AGR000095,2023-03-09,359338.6,EUR
AGR000095,2023-03-16,364351.64,EUR
AGR000095,2023-03-23,369714.36,EUR
AGR000095,2023-03-30,368075.14,EUR
AGR000095,2023-04-06,364375.86,EUR
AGR000095,2023-04-13,369182.1,EUR
AGR000095,2023-04-20,363490.32,EUR
AGR000095,2023-04-27,357700.64,EUR
AGR000095,2023-05-04,357098.65,EUR
AGR000095,2023-05-11,357464.46,EUR
AGR000095,2023-05-18,353675.51,EUR
AGR000095,2023-05-25,354460.19,EUR
AGR000095,2023-06-01,355404.72,EUR
AGR000095,2023-06-08,353697.4,EUR
AGR000095,2023-06-15,360889.71,EUR
AGR000095,2023-06-22,362440.67,EUR
AGR000095,2023-06-29,366530.78,EUR
AGR000095,2023-07-06,361193.31,EUR
AGR000095,2023-07-13,355902.4,EUR
AGR000095,2023-07-20,357539.77,EUR
AGR000095,2023-07-27,364171.62,EUR
AGR000095,2023-08-03,360493.72,EUR
AGR000095,2023-08-10,361010.59,EUR
AGR000095,2023-08-17,356551.76,EUR
AGR000095,2023-08-24,353989.5,EUR
AGR000095,2023-08-31,354673.09,EUR
AGR000095,2023-09-07,352925.93,EUR
AGR000095,2023-09-14,348318.4,EUR
AGR000095,2023-09-21,343693.02,EUR
AGR000095,2023-09-28,337210.94,EUR
AGR000095,2023-10-05,338818.03,EUR
AGR000095,2023-10-12,340842.75,EUR
AGR000095,2023-10-19,342862.42,EUR
AGR000095,2023-10-26,339745.2,EUR
AGR000095,2023-11-02,343162.87,EUR
AGR000095,2023-11-09,345588.27,EUR
AGR000095,2023-11-16,345613.48,EUR
AGR000095,2023-11-23,345071.46,EUR
AGR000095,2023-11-30,342831.55,EUR
AGR000095,2023-12-07,343490.34,EUR
AGR000095,2023-12-14,349045.43,EUR
AGR000095,2023-12-21,353017.06,EUR
AGR000095,2023-12-28,352112.6,EUR
AGR000095,2024-01-04,354009.15,EUR
AGR000095,2024-01-11,350109.99,EUR
AGR000095,2024-01-18,352666.03,EUR
AGR000095,2024-01-25,349735.88,EUR
AGR000095,2024-02-01,352149.95,EUR
AGR000095,2024-02-08,362605.53,EUR
AGR000095,2024-02-15,360538.64,EUR
AGR000095,2024-02-22,371076.47,EUR
AGR000095,2024-02-29,372897.11,EUR
AGR000095,2024-03-07,370101.77,EUR
AGR000095,2024-03-14,367157.78,EUR
AGR000095,2024-03-21,375840.89,EUR
AGR000095,2024-03-28,377693.75,EUR
AGR000095,2024-04-04,375555.42,EUR
AGR000095,2024-04-11,374791.32,EUR
AGR000095,2024-04-18,376405.83,EUR
AGR000095,2024-04-25,376373.0,EUR
AGR000095,2024-05-02,377674.87,EUR
AGR000095,2024-05-09,384373.35,EUR
AGR000095,2024-05-16,380037.74,EUR
AGR000095,2024-05-23,382487.57,EUR
AGR000095,2024-05-30,382208.75,EUR
AGR000095,2024-06-06,380301.36,EUR
AGR000095,2024-06-13,384378.85,EUR
AGR000095,2024-06-20,378761.44,EUR
AGR000095,2024-06-27,369798.3,EUR
AGR000095,2024-07-04,370628.62,EUR
AGR000095,2024-07-11,370116.49,EUR
AGR000095,2024-07-18,365109.37,EUR
AGR000095,2024-07-25,358863.99,EUR
AGR000095,2024-08-01,365792.34,EUR
AGR000095,2024-08-08,367486.01,EUR
